transaction_id,timestamp,product_id,category,customer_type,unit_price,quantity,total,payment_type
c06c19ae-2020-4a34-ad6e-0ad1e29c9b80,4/3/2022 14:25,04da844d-8dba-4470-9119-e534d52a03a0,fruit,premium,0.49,1,0.49,e-wallet
041ab1bb-bd3e-4de6-860c-11a4f2775dc0,5/3/2022 17:41,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,gold,3.99,1,3.99,credit card
514ea59d-3f6b-42e4-9b48-eb7a45126361,2/3/2022 9:36,14736243-d346-438f-9535-d80fcb9f3882,fruit,premium,1.49,4,5.96,e-wallet
ca5ccb0b-3915-41aa-bb54-5a8bb43101da,4/3/2022 16:31,04da844d-8dba-4470-9119-e534d52a03a0,fruit,premium,0.49,4,1.96,debit card
6e107bed-9227-4532-b359-9d55469e0b0d,2/3/2022 13:57,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,non-member,4.49,4,17.96,cash
718f683c-7ea9-48b1-8dd4-7b6622446edd,6/3/2022 14:48,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,basic,4.49,3,13.47,e-wallet
85720323-6726-4cb7-b584-b6ad0b23267b,6/3/2022 14:13,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,basic,0.49,3,1.47,credit card
3195dee2-04c4-44a4-9add-57f8ec9b088b,6/3/2022 15:55,04da844d-8dba-4470-9119-e534d52a03a0,fruit,gold,0.49,4,1.96,cash
777b1f45-3e26-49df-86e3-ca64d0e2484b,4/3/2022 16:28,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,1,4.49,e-wallet
ee516d7f-f572-49b4-ac1c-9bad1394f8c1,2/3/2022 14:16,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,2,8.98,debit card
733a87b6-cb6d-4449-98d2-12ccc6ae6cdf,7/3/2022 14:35,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,basic,3.99,2,7.98,credit card
18a80e88-a55d-42a8-9f1a-e18d04f05678,5/3/2022 19:50,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,basic,3.99,4,15.96,debit card
7e62872f-156c-42bd-a9ac-1ebffddcfa91,7/3/2022 16:44,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,standard,3.99,4,15.96,cash
13b3e271-e681-41ff-9af6-e77f72dd3cab,2/3/2022 11:03,80da8348-1707-403f-8be7-9e6deeccc883,fruit,premium,0.19,3,0.57,e-wallet
0f4bfc91-6d5a-408b-92b9-1872fef6a5cb,2/3/2022 13:31,04da844d-8dba-4470-9119-e534d52a03a0,fruit,basic,0.49,3,1.47,e-wallet
573bb3f5-328c-4f20-9e31-dd435c9dfcbf,7/3/2022 9:23,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,gold,3.99,3,11.97,e-wallet
4eff1202-aa2d-4f2b-a36b-2389e3bde1e2,5/3/2022 13:05,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,standard,0.49,1,0.49,cash
34ba9d8c-bd75-4533-920d-dd5164865305,2/3/2022 9:27,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,3,11.97,cash
b6d50ddc-e24b-4259-b575-7e94fbfbb7ef,7/3/2022 11:09,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,non-member,0.19,1,0.19,cash
2ec13f87-f2cb-49e4-9785-8a2e5c63fde2,5/3/2022 14:51,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,non-member,4.49,2,8.98,debit card
b1dd957e-9a56-4134-9586-f373ac4d58a1,1/3/2022 14:52,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,gold,3.99,3,11.97,debit card
2213ab1d-7dcc-49c6-8010-3b20aea96c06,4/3/2022 14:44,14736243-d346-438f-9535-d80fcb9f3882,fruit,basic,1.49,4,5.96,debit card
688e95a3-eb3f-4237-b650-f0bc2fd7104d,7/3/2022 15:58,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,4,1.96,e-wallet
a93e08f7-22df-4353-aac0-31b51e2590ed,4/3/2022 13:24,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,premium,4.99,4,19.96,cash
d3fce777-61b1-4426-9b64-0383d8e2e0b4,7/3/2022 14:48,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,premium,0.19,3,0.57,credit card
02fe7ea0-7c18-408b-83b0-3ca80c32918c,5/3/2022 13:22,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,non-member,4.99,4,19.96,debit card
ba2b8370-9980-49cd-be8d-a2a974f05a96,2/3/2022 9:16,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,premium,4.49,2,8.98,credit card
f8498406-f835-4922-a9d4-88a2841bf5d8,6/3/2022 14:23,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,gold,0.49,3,1.47,e-wallet
4a286c9d-094b-4d92-aae6-01b548a2243b,5/3/2022 17:53,04da844d-8dba-4470-9119-e534d52a03a0,fruit,standard,0.49,2,0.98,cash
3b9f0fc6-10a2-480e-8e4d-f5a46dc73541,3/3/2022 16:19,04da844d-8dba-4470-9119-e534d52a03a0,fruit,standard,0.49,1,0.49,e-wallet
7d759b1e-06bf-40ca-9303-52a2bb6f5bc4,5/3/2022 17:52,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,basic,0.49,4,1.96,cash
df755b8f-3ef4-4396-a0d8-3d562629dbf9,4/3/2022 17:30,80da8348-1707-403f-8be7-9e6deeccc883,fruit,gold,0.19,1,0.19,e-wallet
2d6a36d1-2ef9-489a-950c-65765d17f56e,4/3/2022 11:30,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,basic,0.19,2,0.38,debit card
5e389261-7870-48fc-874f-413617918035,2/3/2022 18:52,14736243-d346-438f-9535-d80fcb9f3882,fruit,non-member,1.49,4,5.96,credit card
9d0fc647-6fd6-48ce-a4f7-0d5f2015c3b7,6/3/2022 19:05,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,premium,0.19,4,0.76,cash
99ec11f1-0c21-4ec6-a07a-a34508b1ab0b,3/3/2022 15:05,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,3,1.47,e-wallet
1ae56f6d-4e1a-4d25-a63f-de692e74324e,1/3/2022 15:23,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,non-member,3.99,1,3.99,debit card
9b8d86ee-085b-4b39-ba8d-562b34a773dd,4/3/2022 9:31,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,basic,3.99,1,3.99,e-wallet
6c073318-a78e-44c1-b622-67e511d990c4,4/3/2022 10:33,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,3,11.97,cash
3ea4f864-b4d0-4062-a0ba-8b2b3eb57587,1/3/2022 11:26,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,1,0.49,e-wallet
45596a75-3928-4b31-bf10-3ef6839af1b2,5/3/2022 9:03,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,premium,0.49,2,0.98,credit card
96733e38-9aaa-4feb-814b-8c91d03769f5,2/3/2022 11:21,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,basic,0.19,4,0.76,e-wallet
e807dc34-bd52-4438-b628-306fb340b594,1/3/2022 14:59,14736243-d346-438f-9535-d80fcb9f3882,fruit,premium,1.49,3,4.47,debit card
d174b9e4-34e6-4a13-bc58-c7ed9103d0c6,6/3/2022 14:12,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,2,9.98,cash
e86ea474-9b1b-40dc-8334-fea359492c1f,2/3/2022 19:02,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,2,8.98,credit card
0d1ac87d-d7e5-4c29-8096-4c85480986b5,5/3/2022 10:28,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,non-member,0.49,4,1.96,debit card
56fff8c9-56ff-4e89-9501-1e7020019c9b,4/3/2022 13:03,80da8348-1707-403f-8be7-9e6deeccc883,fruit,non-member,0.19,3,0.57,debit card
6e1eeda2-3b2b-471a-a657-2991a66c0b29,5/3/2022 19:31,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,non-member,4.99,1,4.99,cash
7bd91046-9688-4a13-ba97-375e289e1213,6/3/2022 12:52,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,1,3.99,e-wallet
943863b1-f05e-4315-8d0e-e35b0383bfd6,5/3/2022 16:45,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,standard,3.99,4,15.96,credit card
2d12075a-c9c1-4bea-9483-6b1253f021b3,6/3/2022 9:40,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,basic,0.49,2,0.98,credit card
a9548874-902c-4570-bb26-464cd1b5fcfa,7/3/2022 9:19,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,premium,0.19,2,0.38,e-wallet
615fa4f6-556e-4425-985a-95f59c9a2596,2/3/2022 12:04,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,standard,3.99,4,15.96,cash
ea39b369-e734-4b06-8ae9-e626221dbade,7/3/2022 9:17,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,2,0.98,cash
3e15b5ce-cae3-4946-be96-e7f1d0d9402f,7/3/2022 13:48,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,premium,3.99,3,11.97,debit card
7dc68d82-165c-45e5-b51f-7e908416314a,3/3/2022 14:25,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,basic,4.99,4,19.96,e-wallet
659ede40-1f8f-431b-ba40-237c34931384,5/3/2022 12:39,14736243-d346-438f-9535-d80fcb9f3882,fruit,gold,1.49,2,2.98,credit card
cb04036f-1199-402e-ad14-3f040a28ddf6,7/3/2022 16:17,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,gold,4.99,1,4.99,debit card
e2f77846-76a9-41d3-b4ca-b9d7471ce0cc,4/3/2022 13:32,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,premium,4.49,2,8.98,debit card
2653efb9-d631-44f8-9663-c8b04a35ccad,6/3/2022 17:30,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,standard,3.99,4,15.96,credit card
19922e02-f5ab-43d9-8e4f-17e0656e6b46,1/3/2022 18:04,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,basic,4.99,4,19.96,credit card
adbc1257-6a34-40f7-8bce-80ece6b4bd5e,2/3/2022 9:30,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,4,17.96,cash
51733363-c3fc-467b-a2ec-603768608ed0,5/3/2022 17:46,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,1,3.99,e-wallet
